feature_name,missing_rate,mean,std,corr_with_actual_return_5,corr_with_actual_direction
看涨指数,0.0,-0.4246716356522158,0.6987359753176366,0.03389486090042283,0.01891196251766572
情绪分歧,0.0,0.06854647099242538,0.11268063568292487,-0.04695067456734155,-0.022364320957591662
基本情绪,0.0,-14.186084953048882,51.41862688051645,-0.029262702915423176,-0.009943116428449607
情绪热度,0.0,77.00904131922051,108.60095441345116,0.03991487342540246,-0.005890851437370064
