model_name,feature_type,return_rmse_mean,return_rmse_std,return_mae_mean,return_mae_std,direction_accuracy_mean,direction_accuracy_std,price_rmse_mean,price_rmse_std,price_mae_mean,price_mae_std,price_mape_mean,price_mape_std,price_accuracy_1_mape_mean,price_accuracy_1_mape_std
lstm_baseline,full_features,0.07079910927843483,0.0012690357710292875,0.054857995361089706,0.0009285653654803759,0.5314102564102564,0.039421774003902066,26.75271373274319,0.7928306840206663,13.234859093984037,0.15259922180032348,5.3821929690399415,0.09916363320271764,0.9461780703096005,0.0009916363320271906
cnn_bilstm_no_sentiment,no_sentiment_features,0.07168596692529304,0.0022136472568906242,0.05543715382615725,0.0012087108284616066,0.48205128205128206,0.04576043153224294,27.124775934628815,1.5452196445237376,13.282054508280607,0.4623022103819654,5.410150903953898,0.09237008385216593,0.945898490960461,0.0009237008385216362
cnn_bilstm_final,full_features,0.0694961619671588,0.00030775729710435894,0.05446448797980944,0.00011715861227865282,0.5525641025641025,0.007745542290765755,25.361917450873403,0.3273312026395542,12.838145924357596,0.07777540870791852,5.356262801616777,0.01575393974829995,0.9464373719838322,0.00015753939748299527
naive_baseline,close_t_as_pred_close_t5,0.07034877993467695,0.0,0.054979391396045685,0.0,0.4519230769230769,0.0,25.99514160879224,0.0,13.034191690347065,0.0,5.372363725073475,0.0,0.9462763627492653,0.0
