model_name,initial_trial_id,initial_val_return_rmse,initial_val_return_mae,initial_val_direction_accuracy,best_trial_id,best_val_return_rmse,best_val_return_mae,best_val_direction_accuracy,rmse_improvement_ratio,mae_improvement_ratio,direction_accuracy_improvement
lstm_baseline,1,0.06538453964234,0.05135290324687958,0.5039370078740157,1,0.06538453964234,0.05135290324687958,0.5039370078740157,0.0,0.0,0.0
cnn_bilstm_no_sentiment,1,0.065244469461239,0.051214225590229034,0.4881889763779528,1,0.065244469461239,0.051214225590229034,0.4881889763779528,0.0,0.0,0.0
cnn_bilstm_final,1,0.06591532666598164,0.051746122539043427,0.49606299212598426,2,0.06506088924452434,0.05051179975271225,0.531496062992126,0.012962651702950101,0.023853435306188536,0.03543307086614178
