model_name,seeds,mean_return_rmse,std_return_rmse,mean_return_mae,std_return_mae,mean_direction_accuracy,std_direction_accuracy,mean_price_rmse,std_price_rmse,mean_price_mae,std_price_mae,mean_price_mape,std_price_mape,mean_price_accuracy_1_mape,std_price_accuracy_1_mape
lstm_baseline,46|2024|3407,0.07079910927843483,0.0012690357710292875,0.054857995361089706,0.0009285653654803759,0.5314102564102564,0.039421774003902066,26.75271373274319,0.7928306840206663,13.234859093984037,0.15259922180032348,5.3821929690399415,0.09916363320271764,0.9461780703096005,0.0009916363320271906
cnn_bilstm_no_sentiment,46|2024|3407,0.07168596692529304,0.0022136472568906242,0.05543715382615725,0.0012087108284616066,0.48205128205128206,0.04576043153224294,27.124775934628815,1.5452196445237376,13.282054508280607,0.4623022103819654,5.410150903953898,0.09237008385216593,0.945898490960461,0.0009237008385216362
cnn_bilstm_final,46|2024|3407,0.0694961619671588,0.00030775729710435894,0.05446448797980944,0.00011715861227865282,0.5525641025641025,0.007745542290765755,25.361917450873403,0.3273312026395542,12.838145924357596,0.07777540870791852,5.356262801616777,0.01575393974829995,0.9464373719838322,0.00015753939748299527
