model_name,feature_type,return_rmse,return_mae,return_mape,direction_accuracy,price_rmse,price_mae,price_mape,price_accuracy_1_mape
lstm_baseline,full_features,0.06965233246871277,0.05434479936957359,125.07052421569824,0.5346153846153846,25.68388135822196,12.869663490769899,5.358818172762883,0.9464118182723712
cnn_bilstm_no_sentiment,no_sentiment_features,0.07011274932055113,0.054933011531829834,104.61094379425049,0.49230769230769234,25.777026444498837,12.949564542257255,5.360238574106784,0.9463976142589322
cnn_bilstm_final,full_features,0.07042623301966332,0.05511290952563286,105.95558881759644,0.47307692307692306,25.81776014106601,12.985809126823757,5.372564283517287,0.9462743571648271
naive_baseline,close_t_as_pred_close_t5,0.07034877993467695,0.054979391396045685,100.0,0.4519230769230769,25.99514160879224,13.034191690347065,5.372363725073475,0.9462763627492653
